idMUNICIPIO,NOMBRE_MUNICIPIO,DEPARTAMENTO_idDEPARTAMENTO
1084,"LA UNIÓN",30
1085,"LA VICTORIA",30
1086,OBANDO,30
1087,PALMIRA,30
1088,PRADERA,30
1089,RESTREPO,30
1090,"RIO FRÍO",30
1091,ROLDANILLO,30
1092,"SAN PEDRO",30
1093,SEVILLA,30
1094,TORO,30
1095,TRUJILLO,30
1096,TULÚA,30
1097,ULLOA,30
1098,VERSALLES,30
1099,VIJES,30
1100,YOTOCO,30
1101,YUMBO,30
1102,ZARZAL,30
1103,CARURÚ,31
1104,MITÚ,31
1105,PACOA,31
1106,PAPUNAUA,31
1107,TARAIRA,31
1108,YAVARATÉ,31
1109,CUMARIBO,32
1110,"LA PRIMAVERA",32
1111,"PUERTO CARREÑO",32
1112,"SANTA ROSALIA",32
